GB_GCA_000010565.1	Pelotomaculum thermopropionicum SI
GB_GCA_000503835.1	candidate division WWE3 bacterium RAAC2_WWE3_1
GB_GCA_000503875.1	candidate division SR1 bacterium RAAC1_SR1_1
GB_GCA_000503915.1	Candidatus Saccharibacteria bacterium RAAC3_TM7_1
GB_GCA_000504625.1	alpha proteobacterium SCGC AAA240-E13
GB_GCA_000504645.1	actinobacterium SCGC AAA041-L13
GB_GCA_000505065.1	Parcubacteria bacterium RAAC4_OD1_1
GB_GCA_000506665.1	Streptococcus pseudopneumoniae G42
GB_GCA_000508525.1	Negativicoccus succinicivorans DORA_17_25
GB_GCA_000508545.1	Streptococcus anginosus DORA_7
GB_GCA_000508605.1	Streptococcus sp. DORA_10
GB_GCA_000508625.1	Varibaculum cambriense DORA_20
GB_GCA_000510385.1	Tannerella sp. oral taxon BU063 isolate Cell 2
GB_GCA_000510505.1	Tannerella sp. oral taxon BU063 isolate Cell 5
GB_GCA_000510525.1	Tannerella sp. oral taxon BU063 isolate Cell 6/7/9
GB_GCA_000510545.1	Tannerella sp. oral taxon BU063 isolate Cell 1/3
GB_GCA_000510565.1	Tannerella sp. oral taxon BU063 isolate Cell 8/11
GB_GCA_000510845.1	alpha proteobacterium SCGC AAA028-D10
GB_GCA_000512675.1	Candidatus Xenolissoclinum pacificiensis L6
GB_GCA_000513055.1	alpha proteobacterium SCGC AAA288-N07
GB_GCA_000513735.1	Salinivibrio socompensis S34
GB_GCA_000521265.1	Streptococcus thermophilus M17PTZA496
GB_GCA_000522985.1	Gemmatirosa kalamazoonesis
GB_GCA_000524035.1	Mycobacterium ulcerans str. Harvey
GB_GCA_000564875.1	Staphylococcus aureus subsp. aureus ST 1413
GB_GCA_000576245.1	Hydrogenophaga sp. T4
GB_GCA_000582535.1	Candidatus Hepatoplasma crinochetorum Av
GB_GCA_000584955.2	Candidatus Accumulibacter sp. SK-01
GB_GCA_000584975.2	Candidatus Accumulibacter sp. SK-02
GB_GCA_000584995.1	Candidatus Accumulibacter sp. SK-11
GB_GCA_000585015.1	Candidatus Accumulibacter sp. SK-12
GB_GCA_000585035.2	Candidatus Accumulibacter sp. BA-91
GB_GCA_000585075.1	Candidatus Accumulibacter sp. BA-93
GB_GCA_000586415.1	Psychrobacter sp. JCM 18900
GB_GCA_000586435.1	Psychrobacter sp. JCM 18901
GB_GCA_000586455.1	Psychrobacter sp. JCM 18902
GB_GCA_000586475.1	Psychrobacter sp. JCM 18903
GB_GCA_000588835.1	Staphylococcus aureus subsp. anaerobius ST1464
GB_GCA_000597945.1	Yersinia enterocolitica LC20
GB_GCA_000613065.1	Richelia intracellularis
GB_GCA_000613385.1	Bacteroides acidifaciens JCM 10556
GB_GCA_000614125.1	Bacteroides rodentium JCM 16496
GB_GCA_000633975.1	Prochlorococcus sp. scB241_526B17
GB_GCA_000633995.1	Prochlorococcus sp. scB241_526K3
GB_GCA_000634015.1	Prochlorococcus sp. scB241_526N9
GB_GCA_000634035.1	Prochlorococcus sp. scB241_527E14
GB_GCA_000634095.1	Prochlorococcus sp. scB241_528J8
GB_GCA_000634115.1	Prochlorococcus sp. scB241_528O2
GB_GCA_000634155.1	Prochlorococcus sp. scB241_529C4
GB_GCA_000634175.1	Prochlorococcus sp. scB241_529D18
GB_GCA_000634195.1	Prochlorococcus sp. scB243_495D8
GB_GCA_000634215.1	Prochlorococcus sp. scB243_495L20
GB_GCA_000634255.1	Prochlorococcus sp. scB243_496A2
GB_GCA_000634295.1	Prochlorococcus sp. scB243_498A3
GB_GCA_000634375.1	Prochlorococcus sp. scB245a_518A17
GB_GCA_000634415.1	Prochlorococcus sp. scB245a_519A13
GB_GCA_000634455.1	Prochlorococcus sp. scB245a_519O21
GB_GCA_000634475.1	Prochlorococcus sp. scB245a_520B18
GB_GCA_000634515.1	Prochlorococcus sp. scB245a_520K10
GB_GCA_000634695.1	Prochlorococcus sp. scB241_527L15
GB_GCA_000634735.1	Prochlorococcus sp. scB241_528N17
GB_GCA_000634755.1	Prochlorococcus sp. scB241_528N20
GB_GCA_000634775.1	Prochlorococcus sp. scB241_528N8
GB_GCA_000634795.1	Prochlorococcus sp. scB241_529J15
GB_GCA_000634815.1	Prochlorococcus sp. scB243_495G23
GB_GCA_000634935.1	Prochlorococcus sp. scB243_497I20
GB_GCA_000634975.1	Prochlorococcus sp. scB243_498B22
GB_GCA_000634995.1	Prochlorococcus sp. scB243_498C16
GB_GCA_000635015.1	Prochlorococcus sp. scB243_498I20
GB_GCA_000635035.1	Prochlorococcus sp. scB243_498L10
GB_GCA_000635095.1	Prochlorococcus sp. scB245a_518J7
GB_GCA_000635115.1	Prochlorococcus sp. scB245a_518K17
GB_GCA_000635135.1	Prochlorococcus sp. scB245a_518O7
GB_GCA_000635155.1	Prochlorococcus sp. scB245a_519C7
GB_GCA_000635195.1	Prochlorococcus sp. scB245a_519L21
GB_GCA_000635235.1	Prochlorococcus sp. scB245a_521K15
GB_GCA_000635355.1	Prochlorococcus sp. scB241_527L22
GB_GCA_000635415.1	Prochlorococcus sp. scB241_529B19
GB_GCA_000635455.1	Prochlorococcus sp. scB241_529J16
GB_GCA_000635475.1	Prochlorococcus sp. scB241_529O19
GB_GCA_000635495.1	Prochlorococcus sp. scB243_495K23
GB_GCA_000635515.1	Prochlorococcus sp. scB243_495N3
GB_GCA_000635595.1	Prochlorococcus sp. scB243_498B23
GB_GCA_000635615.1	Prochlorococcus sp. scB243_498F21
GB_GCA_000635635.1	Prochlorococcus sp. scB243_498G3
GB_GCA_000635675.1	Prochlorococcus sp. scB243_498P15
GB_GCA_000635695.1	Prochlorococcus sp. scB243_498P3
GB_GCA_000635755.1	Prochlorococcus sp. scB245a_519G16
GB_GCA_000635775.1	Prochlorococcus sp. scB245a_519O11
GB_GCA_000635795.1	Prochlorococcus sp. scB245a_520E22
GB_GCA_000635815.1	Prochlorococcus sp. scB245a_520F22
GB_GCA_000647915.1	Sodalis-like symbiont of Philaenus spumarius
GB_GCA_000681355.2	Peptococcaceae bacterium SCADC1_2_3
GB_GCA_000691445.1	Geobacillus sp. CAMR12739
GB_GCA_000696385.1	Vibrio metoecus
GB_GCA_000699205.1	Vibrio sp. JCM 19052
GB_GCA_000707405.1	Vibrio parahaemolyticus
GB_GCA_000708525.1	Cyanobium sp. CACIAM 14
GB_GCA_000715605.1	Streptomyces speibonae
GB_GCA_000715615.1	Streptomyces cinnabarinus
GB_GCA_000715635.1	Streptomyces violaceus
GB_GCA_000715685.1	Streptomyces lilacinus
GB_GCA_000715825.1	Goodfellowiella coeruleoviolacea
GB_GCA_000715855.1	Actinoplanes liguriensis
GB_GCA_000715895.1	Umezawaea tangerina
GB_GCA_000715915.1	Saccharopolyspora phatthalungensis
GB_GCA_000715965.1	Actinomadura madurae
GB_GCA_000716085.1	Streptomyces sp. NRRL B-24501
GB_GCA_000716155.1	Streptomyces flaveus
GB_GCA_000716195.1	Streptomyces sp. NRRL S-50
GB_GCA_000716275.1	Streptomyces sp. NRRL S-149
GB_GCA_000716705.1	Actinosynnema pretiosum subsp. auranticum
GB_GCA_000717565.2	Streptomyces lavendulae subsp. lavendulae
GB_GCA_000718415.2	Ampullariella violaceochromogenes
GB_GCA_000722215.1	Streptomyces sp. NRRL S-1777
GB_GCA_000722255.1	Lechevalieria aerocolonigenes
GB_GCA_000722295.1	Streptomyces sp. NRRL B-2790
GB_GCA_000722325.1	Streptomyces sp. NRRL F-6133
GB_GCA_000722505.1	Snodgrassella alvi SCGC AB-598-J21
GB_GCA_000724175.1	Chlorobium sp. GBChlB
GB_GCA_000724905.2	Xanthomonas axonopodis pv. vasculorum
GB_GCA_000730165.1	Nitrospirillum amazonense CBAmc
GB_GCA_000733615.1	Pseudomonas nitroreducens
GB_GCA_000737335.3	Enhygromyxa salina
GB_GCA_000737945.1	Candidatus Atelocyanobacterium thalassa isolate SIO64986
GB_GCA_000739515.1	bacterium UASB14
GB_GCA_000739535.1	bacterium UASB270
GB_GCA_000740805.1	Peptococcaceae bacterium SCADC1_2_3
GB_GCA_000740865.1	Peptococcaceae bacterium SCADC1_2_3
GB_GCA_000742775.1	Pseudomonas sp. 1-7
GB_GCA_000743035.1	Candidatus Caedibacter acanthamoebae
GB_GCA_000743525.1	Sulfurospirillum sp. SCADC
GB_GCA_000747095.1	Sulfuricurvum sp. MLSB
GB_GCA_000747625.2	Smithella sp. SCADC
GB_GCA_000749465.2	Amycolatopsis lurida NRRL 2430
GB_GCA_000751215.1	Burkholderia glathei
GB_GCA_000751295.1	bacterium YEK0313
GB_GCA_000753575.1	Mollicutes bacterium HR2
GB_GCA_000753945.1	Smithella sp. D17
GB_GCA_000754155.1	Vibrio ponticus
GB_GCA_000754425.1	actinobacterium acAMD-5
GB_GCA_000754435.1	actinobacterium acMicro-1
GB_GCA_000754445.1	actinobacterium acMicro-4
GB_GCA_000754455.1	actinobacterium acAMD-2
GB_GCA_000755365.1	Vibrio sp. C7
GB_GCA_000756735.1	Candidatus Rubidus massiliensis
GB_GCA_000759655.1	Acidicaldus organivorans
GB_GCA_000767155.1	Methylophaga thiooxydans
GB_GCA_000769715.1	Desulfobulbus sp. Tol-SR
GB_GCA_000770195.1	Candidatus Mycoplasma girerdii
GB_GCA_000770645.1	Desulfosporosinus sp. Tol-M
GB_GCA_000786105.1	Bdellovibrio sp. ArHS
GB_GCA_000786775.1	Candidatus Scalindua brodae
GB_GCA_000789415.1	Sulfurospirillum sp. MES
GB_GCA_000800665.1	Xanthomonas perforans
GB_GCA_000802045.1	Peptococcaceae bacterium BICA1-8
GB_GCA_000802095.1	Peptococcaceae bacterium BICA1-7
GB_GCA_000802135.1	Desulfosporosinus sp. BICA1-9
GB_GCA_000803625.1	Candidatus Saccharibacteria oral taxon TM7x
GB_GCA_000807975.1	Lactobacillus brevis BSO 464
GB_GCA_000808095.1	Borreliella chilensis
GB_GCA_000813105.1	Rhodococcus sp. BS-15
GB_GCA_000815405.1	Micrococcus luteus
GB_GCA_000817085.1	marine actinobacterium MedAcidi-G1
GB_GCA_000817095.1	marine actinobacterium MedAcidi-G2A
GB_GCA_000817105.1	marine actinobacterium MedAcidi-G3
GB_GCA_000817115.1	marine actinobacterium MedAcidi-G2B
GB_GCA_000820785.2	Candidatus Streptomyces massiliensis AP10
GB_GCA_000821185.1	Serratia symbiotica
GB_GCA_000829155.1	Candidatus Sulcia muelleri PSPU
GB_GCA_000830175.1	Sulfurovum sp. FS08-3
GB_GCA_000830255.1	Sulfuricurvum sp. PC08-66
GB_GCA_000830415.1	Vibrio ishigakensis
GB_GCA_000830435.1	Vibrio ishigakensis
GB_GCA_000830455.1	Vibrio sp. JCM 19236
GB_GCA_000830475.1	Vibrio ishigakensis
GB_GCA_000831085.1	Streptococcus sp. DBCMS
GB_GCA_000836615.1	Streptococcus equi subsp. zooepidemicus
GB_GCA_000932205.1	Streptomyces sp. MBRL 601
GB_GCA_000934545.1	Rhodocyclaceae bacterium PG1-Ca6
GB_GCA_000935965.1	Lysinibacillus sp. 13S34_air
GB_GCA_000941095.1	Ureaplasma diversum
GB_GCA_000944695.1	Desulfitobacterium hafniense
GB_GCA_000947035.1	Thiomonas sp. CB2
GB_GCA_000950365.1	Morganella morganii
GB_GCA_000961575.1	Peptococcaceae bacterium BRH_c8a
GB_GCA_000961585.1	Peptococcaceae bacterium BRH_c4a
GB_GCA_000961595.1	Peptococcaceae bacterium BRH_c4b
GB_GCA_000961635.1	Hoeflea sp. BRH_c9
GB_GCA_000961645.1	Gammaproteobacteria bacterium BRH_c0
GB_GCA_000961655.1	Desulfatitalea sp. BRH_c12
GB_GCA_000961695.1	Hyphomonadaceae bacterium BRH_c29
GB_GCA_000961715.1	Roseovarius sp. BRH_c41
GB_GCA_000961725.1	Desulfobulbaceae bacterium BRH_c16a
GB_GCA_000961745.1	Rhodospirillaceae bacterium BRH_c57
GB_GCA_000961765.1	Clostridiaceae bacterium BRH_c20a
GB_GCA_000961795.1	Hyphomonas sp. BRH_c22
GB_GCA_000961845.1	Flavobacteriales bacterium BRH_c54
GB_GCA_000965765.1	Mycoplasma gallinaceum
GB_GCA_000966985.1	Streptomyces sp. NRRL S-444
GB_GCA_000970375.1	Candidatus Phytoplasma solani
GB_GCA_000980375.1	Clostridium sp. K4410.MGS-306
GB_GCA_000980425.1	Lactobacillus sp. N15.MGS-260
GB_GCA_000980455.1	Heliobacterium sp. N15.MGS-306
GB_GCA_000980495.1	Acinetobacter sp. N54.MGS-139
GB_GCA_000980515.1	Akkermansia sp. UNK.MGS-1
GB_GCA_000980705.1	Ruminococcus sp. UNK.MGS-30
GB_GCA_000981625.1	Flavobacteriaceae bacterium ASP10-09a
GB_GCA_000981645.1	Cryomorphaceae bacterium ASP10-05a
GB_GCA_000981705.1	Rhodobacteraceae bacterium ASP10-04a
GB_GCA_000981725.1	Oceanospirillaceae bacterium ASP10-02a
GB_GCA_000987045.1	Clostridiales bacterium PH28_bin88
GB_GCA_000987375.1	Candidatus Brocadia fulgida
GB_GCA_000987445.1	Candidatus Accumulibacter phosphatis
GB_GCA_000988605.1	Moraxella bovoculi
GB_GCA_000988615.1	Moraxella bovoculi
GB_GCA_000988745.1	Moraxella bovoculi
GB_GCA_000989165.1	Candidatus Woesebacteria bacterium GW2011_GWC1_30_29
GB_GCA_000989175.1	Candidatus Nomurabacteria bacterium GW2011_GWF2_30_133
GB_GCA_000989185.1	candidate division TM6 bacterium GW2011_GWF2_28_16
GB_GCA_000989195.1	candidate division TM6 bacterium GW2011_GWF2_30_66
GB_GCA_000989245.1	Candidatus Woesebacteria bacterium GW2011_GWD1_31_12
GB_GCA_000989255.1	candidate division TM6 bacterium GW2011_GWE2_31_21
GB_GCA_000989305.1	Candidatus Shapirobacteria bacterium GW2011_GWF2_37_20
GB_GCA_000989325.1	Candidatus Woesebacteria bacterium GW2011_GWB1_31_29
GB_GCA_000989355.1	Candidatus Nomurabacteria bacterium GW2011_GWE2_31_40
GB_GCA_000989365.1	Candidatus Nomurabacteria bacterium GW2011_GWF1_31_48
GB_GCA_000989425.1	Candidatus Woesebacteria bacterium GW2011_GWC2_31_9
GB_GCA_000989485.1	Candidatus Woesebacteria bacterium GW2011_GWF2_32_16
GB_GCA_000989515.1	Candidatus Nomurabacteria bacterium GW2011_GWE1_32_28
GB_GCA_000989525.1	candidate division TM6 bacterium GW2011_GWF2_32_72
GB_GCA_000989565.1	Candidatus Peregrinibacteria bacterium GW2011_GWA2_33_10
GB_GCA_000989585.1	Candidatus Peregrinibacteria bacterium GW2011_GWF2_33_10
GB_GCA_000989595.1	Candidatus Woesebacteria bacterium GW2011_GWC2_33_12
GB_GCA_000989635.1	Candidatus Peregrinibacteria bacterium GW2011_GWC2_33_13
GB_GCA_000989665.1	Parcubacteria group bacterium GW2011_GWA2_33_14
GB_GCA_000989675.1	candidate division WS6 bacterium GW2011_GWE2_33_157
GB_GCA_000989685.1	Candidatus Woesebacteria bacterium GW2011_GWA2_33_20
GB_GCA_000989705.1	candidate division WS6 bacterium GW2011_GWC1_33_20
GB_GCA_000989765.1	Candidatus Woesebacteria bacterium GW2011_GWB1_33_22
GB_GCA_000989775.1	candidate division WS6 bacterium GW2011_GWF1_33_233
GB_GCA_000989825.1	Microgenomates group bacterium GW2011_GWC1_33_28
GB_GCA_000989845.1	Candidatus Woesebacteria bacterium GW2011_GWA1_33_30
GB_GCA_000989855.1	Candidatus Woesebacteria bacterium GW2011_GWA2_33_28
GB_GCA_000989865.1	Microgenomates group bacterium GW2011_GWC1_33_32
GB_GCA_000989885.1	Candidatus Moranbacteria bacterium GW2011_GWD1_37_17
GB_GCA_000989925.1	Candidatus Woesebacteria bacterium GW2011_GWA1_33_33
GB_GCA_000989955.1	candidate division TM6 bacterium GW2011_GWF2_37_49
GB_GCA_000989975.1	candidate division TM6 bacterium GW2011_GWF2_33_332
GB_GCA_000990005.1	Candidatus Woesebacteria bacterium GW2011_GWB1_33_38
GB_GCA_000990025.1	candidate division WS6 bacterium GW2011_WS6_33_547
GB_GCA_000990085.1	candidate division WS6 bacterium GW2011_GWB1_33_6
GB_GCA_000990125.1	candidate division WS6 bacterium GW2011_GWF2_33_92
GB_GCA_000990175.1	Candidatus Moranbacteria bacterium GW2011_GWF1_34_10
GB_GCA_000990275.1	Candidatus Nomurabacteria bacterium GW2011_GWF1_34_20
GB_GCA_000990325.1	Candidatus Nomurabacteria bacterium GW2011_GWE2_34_25
GB_GCA_000990335.1	Candidatus Woesebacteria bacterium GW2011_GWA1_34_41
GB_GCA_000990355.1	Candidatus Magasanikbacteria bacterium GW2011_GWC2_37_14
GB_GCA_000990415.1	Candidatus Nomurabacteria bacterium GW2011_GWF2_35_12
GB_GCA_000990495.1	Candidatus Nomurabacteria bacterium GW2011_GWE1_35_16
GB_GCA_000990505.1	Microgenomates group bacterium GW2011_GWC1_37_12b
GB_GCA_000990515.1	Candidatus Moranbacteria bacterium GW2011_GWE1_35_17
GB_GCA_000990565.1	Candidatus Roizmanbacteria bacterium GW2011_GWA2_35_19
GB_GCA_000990575.1	candidate division CPR3 bacterium GW2011_GWF2_35_18
GB_GCA_000990585.1	Candidatus Moranbacteria bacterium GW2011_GWE2_35_2-
GB_GCA_000990595.1	Candidatus Moranbacteria bacterium GW2011_GWC2_37_73
GB_GCA_000990645.1	Candidatus Nomurabacteria bacterium GW2011_GWB1_35_20
GB_GCA_000990655.1	Candidatus Woesebacteria bacterium GW2011_GWE1_35_20
GB_GCA_000990665.1	Parcubacteria group bacterium GW2011_GWC1_35_21
GB_GCA_000990725.1	Candidatus Roizmanbacteria bacterium GW2011_GWC2_37_13
GB_GCA_000990745.1	Candidatus Campbellbacteria bacterium GW2011_GWC1_35_31
GB_GCA_000990755.1	Candidatus Campbellbacteria bacterium GW2011_GWC2_35_28
GB_GCA_000990765.1	Candidatus Campbellbacteria bacterium GW2011_GWD2_35_24
GB_GCA_000990805.1	Candidatus Moranbacteria bacterium GW2011_GWF2_35_39
GB_GCA_000990815.1	Candidatus Nomurabacteria bacterium GW2011_GWC2_35_35
GB_GCA_000990865.1	Candidatus Campbellbacteria bacterium GW2011_GWD1_35_49
GB_GCA_000990945.1	Candidatus Moranbacteria bacterium GW2011_GWF2_35_54
GB_GCA_000990965.1	Candidatus Nomurabacteria bacterium GW2011_GWF2_35_66
GB_GCA_000990985.1	candidate division WS6 bacterium GW2011_GWD1_35_594
GB_GCA_000991135.1	Candidatus Roizmanbacteria bacterium GW2011_GWC1_37_12
GB_GCA_000991185.1	Berkelbacteria bacterium GW2011_GWA2_35_9
GB_GCA_000991205.1	Parcubacteria group bacterium GW2011_GWA2_36_10
GB_GCA_000991245.1	Parcubacteria group bacterium GW2011_GWC1_36_108
GB_GCA_000991285.1	Candidatus Nomurabacteria bacterium GW2011_GWE2_36_115
GB_GCA_000991325.1	Candidatus Moranbacteria bacterium GW2011_GWD2_36_12
GB_GCA_000991335.1	Candidatus Nomurabacteria bacterium GW2011_GWF2_36_126
GB_GCA_000991385.1	candidate division TM6 bacterium GW2011_GWF2_36_131
GB_GCA_000991405.1	Candidatus Nomurabacteria bacterium GW2011_GWD2_36_14
GB_GCA_000991415.1	Candidatus Nomurabacteria bacterium GW2011_GWA1_36_15
GB_GCA_000991445.1	Parcubacteria group bacterium GW2011_GWC2_36_17
GB_GCA_000991485.1	Candidatus Nomurabacteria bacterium GW2011_GWF2_36_19
GB_GCA_000991495.1	Candidatus Moranbacteria bacterium GW2011_GWD1_36_198
GB_GCA_000991525.1	Candidatus Moranbacteria bacterium GW2011_GWD2_36_198
GB_GCA_000991575.1	candidate division TM6 bacterium GW2011_GWE2_36_25
GB_GCA_000991645.1	Candidatus Moranbacteria bacterium GW2011_GWE2_36_40
GB_GCA_000991655.1	Candidatus Nomurabacteria bacterium GW2011_GWF1_36_47
GB_GCA_000991695.1	Candidatus Daviesbacteria bacterium GW2011_GWB1_36_5
GB_GCA_000991725.1	Candidatus Pacebacteria bacterium GW2011_GWF1_36_5
GB_GCA_000991735.1	Candidatus Nomurabacteria bacterium GW2011_GWB1_36_6
GB_GCA_000991805.1	candidate division WS6 bacterium GW2011_GWC2_36_7
GB_GCA_000991845.1	Candidatus Nomurabacteria bacterium GW2011_GWE1_36_71
GB_GCA_000991855.1	Candidatus Moranbacteria bacterium GW2011_GWF1_36_78
GB_GCA_000991935.1	Candidatus Moranbacteria bacterium GW2011_GWF2_36_839
GB_GCA_000991965.1	candidate division TM6 bacterium GW2011_GWA2_36_9
GB_GCA_000991975.1	Parcubacteria group bacterium GW2011_GWC1_36_9
GB_GCA_000992005.1	Candidatus Nomurabacteria bacterium GW2011_GWC2_36_9
GB_GCA_000992015.1	Parcubacteria group bacterium GW2011_GWA2_37_10
GB_GCA_000992045.1	Candidatus Wolfebacteria bacterium GW2011_GWC1_37_10
GB_GCA_000992055.1	Candidatus Moranbacteria bacterium GW2011_GWF2_37_11
GB_GCA_000992085.1	Candidatus Magasanikbacteria bacterium GW2011_GWA2_37_8
GB_GCA_000992095.1	Candidatus Levybacteria bacterium GW2011_GWB1_37_8
GB_GCA_000992135.1	Parcubacteria group bacterium GW2011_GWE2_37_8
GB_GCA_000992165.1	Candidatus Moranbacteria bacterium GW2011_GWC2_37_8
GB_GCA_000992205.1	Candidatus Nomurabacteria bacterium GW2011_GWC1_37_9
GB_GCA_000992225.1	Candidatus Yanofskybacteria bacterium GW2011_GWC2_37_9
GB_GCA_000992285.1	Candidatus Shapirobacteria bacterium GW2011_GWE1_38_10
GB_GCA_000992305.1	candidate division TM6 bacterium GW2011_GWF2_38_10
GB_GCA_000992325.1	Parcubacteria group bacterium GW2011_GWD2_38_11
GB_GCA_000992345.1	Parcubacteria group bacterium GW2011_GWD2_38_12
GB_GCA_000992375.1	Candidatus Falkowbacteria bacterium GW2011_GWF2_38_1205
GB_GCA_000992395.1	Parcubacteria group bacterium GW2011_GWA2_38_13
GB_GCA_000992425.1	Candidatus Woesebacteria bacterium GW2011_GWC1_38_13
GB_GCA_000992445.1	Parcubacteria group bacterium GW2011_GWA2_38_13b
GB_GCA_000992485.1	Parcubacteria group bacterium GW2011_GWD1_38_16
GB_GCA_000992505.1	Parcubacteria group bacterium GW2011_GWC1_38_17
GB_GCA_000992565.1	Parcubacteria group bacterium GW2011_GWC1_38_22
GB_GCA_000992575.2	Candidatus Falkowbacteria bacterium GW2011_GWC2_38_22
GB_GCA_000992605.1	Candidatus Shapirobacteria bacterium GW2011_GWF1_38_23
GB_GCA_000992615.1	Candidatus Falkowbacteria bacterium GW2011_GWF1_38_22
GB_GCA_000992665.1	Candidatus Falkowbacteria bacterium GW2011_GWE2_38_254
GB_GCA_000992685.1	Parcubacteria group bacterium GW2011_GWA2_38_27
GB_GCA_000992695.1	Candidatus Peregrinibacteria bacterium GW2011_GWF2_38_29
GB_GCA_000992725.1	Candidatus Shapirobacteria bacterium GW2011_GWE2_38_30
GB_GCA_000992745.1	Candidatus Falkowbacteria bacterium GW2011_GWE1_38_31
GB_GCA_000992765.1	Candidatus Falkowbacteria bacterium GW2011_GWD2_38_42
GB_GCA_000992775.1	Candidatus Peregrinibacteria bacterium GW2011_GWA2_38_36
GB_GCA_000993015.1	Parcubacteria group bacterium GW2011_GWF2_38_76
GB_GCA_000993025.1	Candidatus Woesebacteria bacterium GW2011_GWA1_38_8
GB_GCA_000993115.1	Candidatus Woesebacteria bacterium GW2011_GWB1_38_8b
GB_GCA_000993185.1	Candidatus Pacebacteria bacterium GW2011_GWF2_38_9
GB_GCA_000993205.1	Candidatus Woesebacteria bacterium GW2011_GWB1_39_10
GB_GCA_000993275.1	candidate division CPR2 bacterium GW2011_GWC2_39_10
GB_GCA_000993335.1	Candidatus Levybacteria bacterium GW2011_GWA1_39_11
GB_GCA_000993405.1	Candidatus Woesebacteria bacterium GW2011_GWB1_39_12
GB_GCA_000993415.1	Parcubacteria group bacterium GW2011_GWC1_39_12
GB_GCA_000993455.1	Candidatus Nomurabacteria bacterium GW2011_GWD2_39_12
GB_GCA_000993485.1	Parcubacteria group bacterium GW2011_GWC2_39_14
GB_GCA_000993535.1	Candidatus Uhrbacteria bacterium GW2011_GWF2_39_13
GB_GCA_000993565.1	candidate division WS6 bacterium GW2011_GWF2_39_15
GB_GCA_000993595.1	Candidatus Peregrinibacteria bacterium GW2011_GWC2_39_14
GB_GCA_000993615.1	Candidatus Peregrinibacteria bacterium GW2011_GWF2_39_17
GB_GCA_000993685.1	Candidatus Woesebacteria bacterium GW2011_GWA1_39_21
GB_GCA_000993695.1	Candidatus Wolfebacteria bacterium GW2011_GWC2_39_22
GB_GCA_000993845.1	Parcubacteria group bacterium GW2011_GWD2_40_9
GB_GCA_000993875.1	Parcubacteria group bacterium GW2011_GWC2_40_31
GB_GCA_000994045.1	Candidatus Curtissbacteria bacterium GW2011_GWB1_40_28
GB_GCA_000994085.1	Candidatus Yanofskybacteria bacterium GW2011_GWA2_44_9
GB_GCA_000994165.1	Candidatus Uhrbacteria bacterium GW2011_GWC2_40_450
GB_GCA_000994225.1	Candidatus Curtissbacteria bacterium GW2011_GWA2_40_31
GB_GCA_000994305.1	Candidatus Nomurabacteria bacterium GW2011_GWA2_40_97
GB_GCA_000994395.1	Microgenomates group bacterium GW2011_GWC1_40_35
GB_GCA_000994515.1	Candidatus Nomurabacteria bacterium GW2011_GWA1_40_8
GB_GCA_000994545.1	Candidatus Daviesbacteria bacterium GW2011_GWA2_40_9
GB_GCA_000994625.1	Candidatus Nomurabacteria bacterium GW2011_GWF2_40_31
GB_GCA_000994675.1	Parcubacteria group bacterium GW2011_GWA2_40_37
GB_GCA_000994705.1	Candidatus Nomurabacteria bacterium GW2011_GWB1_40_7
GB_GCA_000994725.1	Candidatus Uhrbacteria bacterium GW2011_GWF2_40_263
GB_GCA_000994735.1	Candidatus Uhrbacteria bacterium GW2011_GWE2_40_58
GB_GCA_000994745.1	Candidatus Curtissbacteria bacterium GW2011_GWA1_40_47
GB_GCA_000994785.1	Parcubacteria group bacterium GW2011_GWF2_40_69
GB_GCA_000994805.1	Candidatus Azambacteria bacterium GW2011_GWA2_42_9
GB_GCA_000994825.1	candidate division WWE3 bacterium GW2011_GWA2_42_9
GB_GCA_000994865.1	Candidatus Giovannonibacteria bacterium GW2011_GWA1_44_29
GB_GCA_000995045.1	Candidatus Daviesbacteria bacterium GW2011_GWA2_39_33
GB_GCA_000995065.1	candidate division CPR2 bacterium GW2011_GWC2_39_35
GB_GCA_000995125.1	Candidatus Moranbacteria bacterium GW2011_GWA2_39_41
GB_GCA_000995135.1	Parcubacteria group bacterium GW2011_GWE2_39_37
GB_GCA_000995155.1	Parcubacteria group bacterium GW2011_GWF1_39_37
GB_GCA_000995185.1	Candidatus Woesebacteria bacterium GW2011_GWC1_42_9
GB_GCA_000995205.1	Candidatus Nomurabacteria bacterium GW2011_GWC2_39_41
GB_GCA_000995215.1	Candidatus Uhrbacteria bacterium GW2011_GWE1_39_46
